section_id,family,depth_m,flange_width_m,web_thickness_m,flange_thickness_m,weight_kg_m,wall_thickness_m,lip_m,source_note
DBL.L2X2X3.16,L,0.0508,0.0508,0.004775,0.004775,7.2622,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L2X2X3.16X3.4,L,0.0508,0.0508,0.004775,0.004775,7.2622,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L2X2X3.16X3.8,L,0.0508,0.0508,0.004775,0.004775,7.2622,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L2X2X3.8,L,0.0508,0.0508,0.009525,0.009525,13.9887,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L2X2X3.8X3.4,L,0.0508,0.0508,0.009525,0.009525,13.9887,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L2X2X3.8X3.8,L,0.0508,0.0508,0.009525,0.009525,13.9887,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L2X2X5.16,L,0.0508,0.0508,0.00795,0.00795,11.6672,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L2X2X5.16X3.4,L,0.0508,0.0508,0.00795,0.00795,11.6672,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L2X2X5.16X3.8,L,0.0508,0.0508,0.00795,0.00795,11.6672,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X2.1.2X1.2LLBB,L,0.0889,0.0889,0.0127,0.0127,27.9775,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X2.1.2X1.2SLBB,L,0.0635,0.0635,0.0127,0.0127,27.9775,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X2.1.2X1.2X3.4LLBB,L,0.0889,0.0889,0.0127,0.0127,27.9775,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X2.1.2X1.2X3.4SLBB,L,0.0635,0.0635,0.0127,0.0127,27.9775,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X2.1.2X1.2X3.8LLBB,L,0.0889,0.0889,0.0127,0.0127,27.9775,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X2.1.2X1.2X3.8SLBB,L,0.0635,0.0635,0.0127,0.0127,27.9775,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X2.1.2X1.4LLBB,L,0.0889,0.0889,0.00635,0.00635,14.584,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X2.1.2X1.4SLBB,L,0.0635,0.0635,0.00635,0.00635,14.584,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X2.1.2X1.4X3.4LLBB,L,0.0889,0.0889,0.00635,0.00635,14.584,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X2.1.2X1.4X3.4SLBB,L,0.0635,0.0635,0.00635,0.00635,14.584,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X2.1.2X1.4X3.8LLBB,L,0.0889,0.0889,0.00635,0.00635,14.584,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X2.1.2X1.4X3.8SLBB,L,0.0635,0.0635,0.00635,0.00635,14.584,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X2.1.2X3.8LLBB,L,0.0889,0.0889,0.009525,0.009525,21.4296,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X2.1.2X3.8SLBB,L,0.0635,0.0635,0.009525,0.009525,21.4296,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X2.1.2X3.8X3.4LLBB,L,0.0889,0.0889,0.009525,0.009525,21.4296,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X2.1.2X3.8X3.4SLBB,L,0.0635,0.0635,0.009525,0.009525,21.4296,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X2.1.2X3.8X3.8LLBB,L,0.0889,0.0889,0.009525,0.009525,21.4296,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X2.1.2X3.8X3.8SLBB,L,0.0635,0.0635,0.009525,0.009525,21.4296,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X2.1.2X5.16LLBB,L,0.0889,0.0889,0.00795,0.00795,18.1556,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X2.1.2X5.16SLBB,L,0.0635,0.0635,0.00795,0.00795,18.1556,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X2.1.2X5.16X3.4LLBB,L,0.0889,0.0889,0.00795,0.00795,18.1556,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X2.1.2X5.16X3.4SLBB,L,0.0635,0.0635,0.00795,0.00795,18.1556,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X2.1.2X5.16X3.8LLBB,L,0.0889,0.0889,0.00795,0.00795,18.1556,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X2.1.2X5.16X3.8SLBB,L,0.0635,0.0635,0.00795,0.00795,18.1556,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3.1.2X1.2,L,0.0889,0.0889,0.0127,0.0127,33.0372,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3.1.2X1.2X3.4,L,0.0889,0.0889,0.0127,0.0127,33.0372,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3.1.2X1.2X3.8,L,0.0889,0.0889,0.0127,0.0127,33.0372,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3.1.2X1.4,L,0.0889,0.0889,0.00635,0.00635,17.2627,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3.1.2X1.4X3.4,L,0.0889,0.0889,0.00635,0.00635,17.2627,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3.1.2X1.4X3.8,L,0.0889,0.0889,0.00635,0.00635,17.2627,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3.1.2X3.8,L,0.0889,0.0889,0.009525,0.009525,25.2988,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3.1.2X3.8X3.4,L,0.0889,0.0889,0.009525,0.009525,25.2988,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3.1.2X3.8X3.8,L,0.0889,0.0889,0.009525,0.009525,25.2988,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3.1.2X5.16,L,0.0889,0.0889,0.00795,0.00795,21.4296,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3.1.2X5.16X3.4,L,0.0889,0.0889,0.00795,0.00795,21.4296,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3.1.2X5.16X3.8,L,0.0889,0.0889,0.00795,0.00795,21.4296,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3.1.2X7.16,L,0.0889,0.0889,0.011125,0.011125,29.168,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3.1.2X7.16X3.4,L,0.0889,0.0889,0.011125,0.011125,29.168,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3.1.2X7.16X3.8,L,0.0889,0.0889,0.011125,0.011125,29.168,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3X1.2LLBB,L,0.0889,0.0889,0.0127,0.0127,30.3585,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3X1.2SLBB,L,0.0762,0.0762,0.0127,0.0127,30.3585,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3X1.2X3.4LLBB,L,0.0889,0.0889,0.0127,0.0127,30.3585,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3X1.2X3.4SLBB,L,0.0762,0.0762,0.0127,0.0127,30.3585,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3X1.2X3.8LLBB,L,0.0889,0.0889,0.0127,0.0127,30.3585,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3X1.2X3.8SLBB,L,0.0762,0.0762,0.0127,0.0127,30.3585,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3X1.4LLBB,L,0.0889,0.0889,0.00635,0.00635,16.0722,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3X1.4SLBB,L,0.0762,0.0762,0.00635,0.00635,16.0722,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3X1.4X3.4LLBB,L,0.0889,0.0889,0.00635,0.00635,16.0722,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3X1.4X3.4SLBB,L,0.0762,0.0762,0.00635,0.00635,16.0722,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3X1.4X3.8LLBB,L,0.0889,0.0889,0.00635,0.00635,16.0722,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3X1.4X3.8SLBB,L,0.0762,0.0762,0.00635,0.00635,16.0722,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3X3.8LLBB,L,0.0889,0.0889,0.009525,0.009525,23.513,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3X3.8SLBB,L,0.0762,0.0762,0.009525,0.009525,23.513,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3X3.8X3.4LLBB,L,0.0889,0.0889,0.009525,0.009525,23.513,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3X3.8X3.4SLBB,L,0.0762,0.0762,0.009525,0.009525,23.513,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3X3.8X3.8LLBB,L,0.0889,0.0889,0.009525,0.009525,23.513,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3X3.8X3.8SLBB,L,0.0762,0.0762,0.009525,0.009525,23.513,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3X5.16LLBB,L,0.0889,0.0889,0.00795,0.00795,19.6438,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3X5.16SLBB,L,0.0762,0.0762,0.00795,0.00795,19.6438,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3X5.16X3.4LLBB,L,0.0889,0.0889,0.00795,0.00795,19.6438,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3X5.16X3.4SLBB,L,0.0762,0.0762,0.00795,0.00795,19.6438,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3X5.16X3.8LLBB,L,0.0889,0.0889,0.00795,0.00795,19.6438,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3X5.16X3.8SLBB,L,0.0762,0.0762,0.00795,0.00795,19.6438,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3X7.16LLBB,L,0.0889,0.0889,0.011125,0.011125,27.0846,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3X7.16SLBB,L,0.0762,0.0762,0.011125,0.011125,27.0846,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3X7.16X3.4LLBB,L,0.0889,0.0889,0.011125,0.011125,27.0846,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3X7.16X3.4SLBB,L,0.0762,0.0762,0.011125,0.011125,27.0846,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3X7.16X3.8LLBB,L,0.0889,0.0889,0.011125,0.011125,27.0846,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3.1.2X3X7.16X3.8SLBB,L,0.0762,0.0762,0.011125,0.011125,27.0846,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2.1.2X1.2LLBB,L,0.0762,0.0762,0.0127,0.0127,25.2988,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2.1.2X1.2SLBB,L,0.0635,0.0635,0.0127,0.0127,25.2988,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2.1.2X1.2X3.4LLBB,L,0.0762,0.0762,0.0127,0.0127,25.2988,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2.1.2X1.2X3.4SLBB,L,0.0635,0.0635,0.0127,0.0127,25.2988,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2.1.2X1.2X3.8LLBB,L,0.0762,0.0762,0.0127,0.0127,25.2988,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2.1.2X1.2X3.8SLBB,L,0.0635,0.0635,0.0127,0.0127,25.2988,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2.1.2X1.4LLBB,L,0.0762,0.0762,0.00635,0.00635,13.3935,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2.1.2X1.4SLBB,L,0.0635,0.0635,0.00635,0.00635,13.3935,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2.1.2X1.4X3.4LLBB,L,0.0762,0.0762,0.00635,0.00635,13.3935,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2.1.2X1.4X3.4SLBB,L,0.0635,0.0635,0.00635,0.00635,13.3935,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2.1.2X1.4X3.8LLBB,L,0.0762,0.0762,0.00635,0.00635,13.3935,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2.1.2X1.4X3.8SLBB,L,0.0635,0.0635,0.00635,0.00635,13.3935,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2.1.2X3.16LLBB,L,0.0762,0.0762,0.004775,0.004775,10.0898,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2.1.2X3.16SLBB,L,0.0635,0.0635,0.004775,0.004775,10.0898,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2.1.2X3.16X3.4LLBB,L,0.0762,0.0762,0.004775,0.004775,10.0898,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2.1.2X3.16X3.4SLBB,L,0.0635,0.0635,0.004775,0.004775,10.0898,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2.1.2X3.16X3.8LLBB,L,0.0762,0.0762,0.004775,0.004775,10.0898,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2.1.2X3.16X3.8SLBB,L,0.0635,0.0635,0.004775,0.004775,10.0898,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2.1.2X3.8LLBB,L,0.0762,0.0762,0.009525,0.009525,19.6438,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2.1.2X3.8SLBB,L,0.0635,0.0635,0.009525,0.009525,19.6438,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2.1.2X3.8X3.4LLBB,L,0.0762,0.0762,0.009525,0.009525,19.6438,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2.1.2X3.8X3.4SLBB,L,0.0635,0.0635,0.009525,0.009525,19.6438,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2.1.2X3.8X3.8LLBB,L,0.0762,0.0762,0.009525,0.009525,19.6438,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2.1.2X3.8X3.8SLBB,L,0.0635,0.0635,0.009525,0.009525,19.6438,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2.1.2X5.16LLBB,L,0.0762,0.0762,0.00795,0.00795,16.6674,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2.1.2X5.16SLBB,L,0.0635,0.0635,0.00795,0.00795,16.6674,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2.1.2X5.16X3.4LLBB,L,0.0762,0.0762,0.00795,0.00795,16.6674,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2.1.2X5.16X3.4SLBB,L,0.0635,0.0635,0.00795,0.00795,16.6674,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2.1.2X5.16X3.8LLBB,L,0.0762,0.0762,0.00795,0.00795,16.6674,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2.1.2X5.16X3.8SLBB,L,0.0635,0.0635,0.00795,0.00795,16.6674,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2.1.2X7.16LLBB,L,0.0762,0.0762,0.011125,0.011125,22.6201,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2.1.2X7.16SLBB,L,0.0635,0.0635,0.011125,0.011125,22.6201,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2.1.2X7.16X3.4LLBB,L,0.0762,0.0762,0.011125,0.011125,22.6201,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2.1.2X7.16X3.4SLBB,L,0.0635,0.0635,0.011125,0.011125,22.6201,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2.1.2X7.16X3.8LLBB,L,0.0762,0.0762,0.011125,0.011125,22.6201,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2.1.2X7.16X3.8SLBB,L,0.0635,0.0635,0.011125,0.011125,22.6201,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2X1.2LLBB,L,0.0762,0.0762,0.0127,0.0127,22.9177,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2X1.2SLBB,L,0.0508,0.0508,0.0127,0.0127,22.9177,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2X1.2X3.4LLBB,L,0.0762,0.0762,0.0127,0.0127,22.9177,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2X1.2X3.4SLBB,L,0.0508,0.0508,0.0127,0.0127,22.9177,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2X1.2X3.8LLBB,L,0.0762,0.0762,0.0127,0.0127,22.9177,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2X1.2X3.8SLBB,L,0.0508,0.0508,0.0127,0.0127,22.9177,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2X1.4LLBB,L,0.0762,0.0762,0.00635,0.00635,12.2029,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2X1.4SLBB,L,0.0508,0.0508,0.00635,0.00635,12.2029,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2X1.4X3.4LLBB,L,0.0762,0.0762,0.00635,0.00635,12.2029,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2X1.4X3.4SLBB,L,0.0508,0.0508,0.00635,0.00635,12.2029,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2X1.4X3.8LLBB,L,0.0762,0.0762,0.00635,0.00635,12.2029,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2X1.4X3.8SLBB,L,0.0508,0.0508,0.00635,0.00635,12.2029,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2X3.16LLBB,L,0.0762,0.0762,0.004775,0.004775,9.1373,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2X3.16SLBB,L,0.0508,0.0508,0.004775,0.004775,9.1373,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2X3.16X3.4LLBB,L,0.0762,0.0762,0.004775,0.004775,9.1373,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2X3.16X3.4SLBB,L,0.0508,0.0508,0.004775,0.004775,9.1373,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2X3.16X3.8LLBB,L,0.0762,0.0762,0.004775,0.004775,9.1373,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2X3.16X3.8SLBB,L,0.0508,0.0508,0.004775,0.004775,9.1373,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2X3.8LLBB,L,0.0762,0.0762,0.009525,0.009525,17.5603,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2X3.8SLBB,L,0.0508,0.0508,0.009525,0.009525,17.5603,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2X3.8X3.4LLBB,L,0.0762,0.0762,0.009525,0.009525,17.5603,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2X3.8X3.4SLBB,L,0.0508,0.0508,0.009525,0.009525,17.5603,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2X3.8X3.8LLBB,L,0.0762,0.0762,0.009525,0.009525,17.5603,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2X3.8X3.8SLBB,L,0.0508,0.0508,0.009525,0.009525,17.5603,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2X5.16LLBB,L,0.0762,0.0762,0.00795,0.00795,14.8816,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2X5.16SLBB,L,0.0508,0.0508,0.00795,0.00795,14.8816,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2X5.16X3.4LLBB,L,0.0762,0.0762,0.00795,0.00795,14.8816,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2X5.16X3.4SLBB,L,0.0508,0.0508,0.00795,0.00795,14.8816,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2X5.16X3.8LLBB,L,0.0762,0.0762,0.00795,0.00795,14.8816,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X2X5.16X3.8SLBB,L,0.0508,0.0508,0.00795,0.00795,14.8816,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X3X1.2,L,0.0762,0.0762,0.0127,0.0127,27.9775,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X3X1.2X3.4,L,0.0762,0.0762,0.0127,0.0127,27.9775,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
DBL.L3X3X1.2X3.8,L,0.0762,0.0762,0.0127,0.0127,27.9775,0,0,steelpy packaged AISC-style section properties; verify against official AISC Shapes Database v16.0 before engineering use.
